NIRF,COLLEGE,YEAR,BRANCH,CATEGORY,OPENING_RANK,CLOSING_RANK
20,"College of Engineering,Gunidy",2023,Manufacturing Engineering,GENERAL,1699,10259
20,"College of Engineering,Gunidy",2023,Manufacturing Engineering,OBC,10788,17813
20,"College of Engineering,Gunidy",2023,Manufacturing Engineering,SC,23405,24755
20,"College of Engineering,Gunidy",2023,Manufacturing Engineering,ST,,
20,"College of Engineering,Gunidy",2023,Material Science and Engineering,GENERAL,6027,9017
20,"College of Engineering,Gunidy",2023,Material Science and Engineering,OBC,11373,14510
20,"College of Engineering,Gunidy",2023,Material Science and Engineering,SC,21291,24105
20,"College of Engineering,Gunidy",2023,Material Science and Engineering,ST,,
20,"College of Engineering,Gunidy",2023,Printing Technology,GENERAL,3735,16859
20,"College of Engineering,Gunidy",2023,Printing Technology,OBC,17303,26067
20,"College of Engineering,Gunidy",2023,Printing Technology,SC,,
20,"College of Engineering,Gunidy",2023,Printing Technology,ST,,
151,Sri Venkateshwara College Of Engineering,2023,Computer science,GENERAL,1329,3866
151,Sri Venkateshwara College Of Engineering,2023,Computer science,OBC,3933,6838
151,Sri Venkateshwara College Of Engineering,2023,Computer science,SC,24689,31848
151,Sri Venkateshwara College Of Engineering,2023,Computer science,ST,84963,84963
151,Sri Venkateshwara College Of Engineering,2023,Information technology,GENERAL,3230,6872
151,Sri Venkateshwara College Of Engineering,2023,Information technology,OBC,7122,9149
151,Sri Venkateshwara College Of Engineering,2023,Information technology,SC,32174,56885
151,Sri Venkateshwara College Of Engineering,2023,Information technology,ST,,
151,Sri Venkateshwara College Of Engineering,2023,Electronics and Communication,GENERAL,2619,8658
151,Sri Venkateshwara College Of Engineering,2023,Electronics and Communication,OBC,8786,12916
151,Sri Venkateshwara College Of Engineering,2023,Electronics and Communication,SC,32915,51611
151,Sri Venkateshwara College Of Engineering,2023,Electronics and Communication,ST,,
151,Sri Venkateshwara College Of Engineering,2023,Electrical and Electronics,GENERAL,8733,17315
151,Sri Venkateshwara College Of Engineering,2023,Electrical and Electronics,OBC,17700,21961
151,Sri Venkateshwara College Of Engineering,2023,Electrical and Electronics,SC,59350,81447
151,Sri Venkateshwara College Of Engineering,2023,Electrical and Electronics,ST,,
151,Sri Venkateshwara College Of Engineering,2023,Mechanical Engineering,GENERAL,21898,22126
151,Sri Venkateshwara College Of Engineering,2023,Mechanical Engineering,OBC,,
151,Sri Venkateshwara College Of Engineering,2023,Mechanical Engineering,SC,60720,79087
151,Sri Venkateshwara College Of Engineering,2023,Mechanical Engineering,ST,,
151,Sri Venkateshwara College Of Engineering,2023,Biomedical Engineering,GENERAL,7773,19576
151,Sri Venkateshwara College Of Engineering,2023,Biomedical Engineering,OBC,28151,41034
151,Sri Venkateshwara College Of Engineering,2023,Biomedical Engineering,SC,55013,70283
151,Sri Venkateshwara College Of Engineering,2023,Biomedical Engineering,ST,28830,45496
151,Sri Venkateshwara College Of Engineering,2023,Chemical Engineering,GENERAL,15434,18492
151,Sri Venkateshwara College Of Engineering,2023,Chemical Engineering,OBC,39776,56477
151,Sri Venkateshwara College Of Engineering,2023,Chemical Engineering,SC,63687,77279
151,Sri Venkateshwara College Of Engineering,2023,Chemical Engineering,ST,77582,77582
151,Sri Venkateshwara College Of Engineering,2023,Civil Engineering,GENERAL,33835,36373
151,Sri Venkateshwara College Of Engineering,2023,Civil Engineering,OBC,38602,56375
151,Sri Venkateshwara College Of Engineering,2023,Civil Engineering,SC,81759,81759
151,Sri Venkateshwara College Of Engineering,2023,Civil Engineering,ST,85549,85549
86,Rajalakshmi Engineering College,2023,Computer science,GENERAL,853,6193
86,Rajalakshmi Engineering College,2023,Computer science,OBC,6220,11273
86,Rajalakshmi Engineering College,2023,Computer science,SC,6383,26016
86,Rajalakshmi Engineering College,2023,Computer science,ST,45270,65815
86,Rajalakshmi Engineering College,2023,Information technology,GENERAL,2092,10842
86,Rajalakshmi Engineering College,2023,Information technology,OBC,11473,14541
86,Rajalakshmi Engineering College,2023,Information technology,SC,14507,14507
86,Rajalakshmi Engineering College,2023,Information technology,ST,62030,62030
86,Rajalakshmi Engineering College,2023,"Electronics and Communication ",GENERAL,1786,10768
86,Rajalakshmi Engineering College,2023,"Electronics and Communication ",OBC,10801,14067
86,Rajalakshmi Engineering College,2023,"Electronics and Communication ",SC,11674,17105
86,Rajalakshmi Engineering College,2023,"Electronics and Communication ",ST,96726,96726
86,Rajalakshmi Engineering College,2023,Electrical and Electronics,GENERAL,12860,19738
86,Rajalakshmi Engineering College,2023,Electrical and Electronics,OBC,19840,22778
86,Rajalakshmi Engineering College,2023,Electrical and Electronics,SC,27039,30587
86,Rajalakshmi Engineering College,2023,Electrical and Electronics,ST,125141,125141
86,Rajalakshmi Engineering College,2023,Mechanical Engineering,GENERAL,11618,26087
86,Rajalakshmi Engineering College,2023,Mechanical Engineering,OBC,33224,43946
86,Rajalakshmi Engineering College,2023,Mechanical Engineering,SC,61511,97906
86,Rajalakshmi Engineering College,2023,Mechanical Engineering,ST,167641,167641
86,Rajalakshmi Engineering College,2023,Biomedical Engineering,GENERAL,7197,25514
86,Rajalakshmi Engineering College,2023,Biomedical Engineering,OBC,28830,45496
86,Rajalakshmi Engineering College,2023,Biomedical Engineering,SC,35647,97649
86,Rajalakshmi Engineering College,2023,Biomedical Engineering,ST,42723,61278
86,Rajalakshmi Engineering College,2023,Chemical Engineering,GENERAL,15801,20796
86,Rajalakshmi Engineering College,2023,Chemical Engineering,OBC,37453,63049
86,Rajalakshmi Engineering College,2023,Chemical Engineering,SC,42602,80734
86,Rajalakshmi Engineering College,2023,Chemical Engineering,ST,45935,84236
86,Rajalakshmi Engineering College,2023,Civil Engineering,GENERAL,25958,25958
86,Rajalakshmi Engineering College,2023,Civil Engineering,OBC,46055,57932
86,Rajalakshmi Engineering College,2023,Civil Engineering,SC,55921,94291
86,Rajalakshmi Engineering College,2023,Civil Engineering,ST,59842,82493
86,Rajalakshmi Engineering College,2023,Artificial Intelligence and Data Science,GENERAL,1582,11528
86,Rajalakshmi Engineering College,2023,Artificial Intelligence and Data Science,OBC,11702,15850
86,Rajalakshmi Engineering College,2023,Artificial Intelligence and Data Science,SC,31169,46918
86,Rajalakshmi Engineering College,2023,Artificial Intelligence and Data Science,ST,71866,71866
86,Rajalakshmi Engineering College,2023,Aeronautical Engineering,GENERAL,11223,23334
86,Rajalakshmi Engineering College,2023,Aeronautical Engineering,OBC,24947,24947
86,Rajalakshmi Engineering College,2023,Aeronautical Engineering,SC,30290,57277
86,Rajalakshmi Engineering College,2023,Aeronautical Engineering,ST,35412,61427
86,Rajalakshmi Engineering College,2023,Automobile Engineering,GENERAL,24983,2983
86,Rajalakshmi Engineering College,2023,Automobile Engineering,OBC,49073,54913
86,Rajalakshmi Engineering College,2023,Automobile Engineering,SC,54118,97748
86,Rajalakshmi Engineering College,2023,Automobile Engineering,ST,71704,71704
86,Rajalakshmi Engineering College,2023,Artificial Intelligence and Machine Learning,GENERAL,5450,15113
86,Rajalakshmi Engineering College,2023,Artificial Intelligence and Machine Learning,OBC,15373,8431
86,Rajalakshmi Engineering College,2023,Artificial Intelligence and Machine Learning,SC,28872,61065
86,Rajalakshmi Engineering College,2023,Artificial Intelligence and Machine Learning,ST,41289,41289
86,Rajalakshmi Engineering College,2023,"Mechatronics",GENERAL,15413,25477
86,Rajalakshmi Engineering College,2023,"Mechatronics",OBC,26134,26134
86,Rajalakshmi Engineering College,2023,"Mechatronics",SC,54018,72738
86,Rajalakshmi Engineering College,2023,"Mechatronics",ST,68018,68018
86,Rajalakshmi Engineering College,2023,Robotics and Automation,GENERAL,4025,25358
86,Rajalakshmi Engineering College,2023,Robotics and Automation,OBC,25535,26377
86,Rajalakshmi Engineering College,2023,Robotics and Automation,SC,58541,100957
86,Rajalakshmi Engineering College,2023,Robotics and Automation,ST,65741,65741
151,Chennai Institute Of Technology,2023,Computer science,GENERAL,105,3537
151,Chennai Institute Of Technology,2023,Computer science,OBC,3556,7150
151,Chennai Institute Of Technology,2023,Computer science,SC,,
151,Chennai Institute Of Technology,2023,Computer science,ST,76115,108876
151,Chennai Institute Of Technology,2023,Information technology,GENERAL,1238,6622
151,Chennai Institute Of Technology,2023,Information technology,OBC,7156,8339
151,Chennai Institute Of Technology,2023,Information technology,SC,,
151,Chennai Institute Of Technology,2023,Information technology,ST,135208,135208
151,Chennai Institute Of Technology,2023,Electronics and Communication,GENERAL,333,4588
151,Chennai Institute Of Technology,2023,Electronics and Communication,OBC,4694,7805
151,Chennai Institute Of Technology,2023,Electronics and Communication,SC,13000,26247
151,Chennai Institute Of Technology,2023,Electronics and Communication,ST,,
151,Chennai Institute Of Technology,2023,Electrical and Electronics,GENERAL,5383,9817
151,Chennai Institute Of Technology,2023,Electrical and Electronics,OBC,9977,11859
151,Chennai Institute Of Technology,2023,Electrical and Electronics,SC,,
151,Chennai Institute Of Technology,2023,Electrical and Electronics,ST,143355,143355
151,Chennai Institute Of Technology,2023,Mechanical Engineering,GENERAL,6110,17292
151,Chennai Institute Of Technology,2023,Mechanical Engineering,OBC,17615,21355
151,Chennai Institute Of Technology,2023,Mechanical Engineering,SC,,
151,Chennai Institute Of Technology,2023,Mechanical Engineering,ST,144478,144478
151,Chennai Institute Of Technology,2023,Civil Engineering,GENERAL,10070,18646
151,Chennai Institute Of Technology,2023,Civil Engineering,OBC,21774,23053
151,Chennai Institute Of Technology,2023,Civil Engineering,SC,,
151,Chennai Institute Of Technology,2023,Civil Engineering,ST,,
151,Chennai Institute Of Technology,2023,Biomedical Engineering,GENERAL,8321,11570
151,Chennai Institute Of Technology,2023,Biomedical Engineering,OBC,14325,16902
151,Chennai Institute Of Technology,2023,Biomedical Engineering,SC,12312,23863
151,Chennai Institute Of Technology,2023,Biomedical Engineering,ST,,
151,Chennai Institute Of Technology,2023,"Mechatronics",GENERAL,6049,12042
151,Chennai Institute Of Technology,2023,"Mechatronics",OBC,12221,14269
151,Chennai Institute Of Technology,2023,Mechatronics,SC,14135,14139
151,Chennai Institute Of Technology,2023,"Mechatronics",ST,,
63,P.S.G. College of Technology in Coimbatore ,2023,Civil Engineering,General,3577,6229
63,P.S.G. College of Technology in Coimbatore ,2023,Electrical and Electronics,General,71,1793
63,P.S.G. College of Technology in Coimbatore ,2023,Electronics and Communication,General,21,480
63,P.S.G. College of Technology in Coimbatore ,2023,Mechanical Engineering,General,1596,4914
63,P.S.G. College of Technology in Coimbatore ,2023,Metallurgical Engineering,General,5996,13819
63,P.S.G. College of Technology in Coimbatore ,2023,Production Engineering,General,6456,11403
63,P.S.G. College of Technology in Coimbatore ,2023,Textile Technology,General,5221,16807
63,P.S.G. College of Technology in Coimbatore ,2023,Artificial Intelligence and Machine Learning,General,355,850
63,P.S.G. College of Technology in Coimbatore ,2023,Information Technology,General,612,1109
63,P.S.G. College of Technology in Coimbatore ,2023,Robotics and Automation,General,128,3418
63,P.S.G. College of Technology in Coimbatore ,2023,Civil Engineering,BC,6842,11312
63,P.S.G. College of Technology in Coimbatore ,2023,Electrical and Electronics,BC,1809,2160
63,P.S.G. College of Technology in Coimbatore ,2023,Electronics and Communication,BC,497,903
63,P.S.G. College of Technology in Coimbatore ,2023,Mechanical Engineering,BC,4957,7124
63,P.S.G. College of Technology in Coimbatore ,2023,Metallurgical Engineering,BC,14712,22295
63,P.S.G. College of Technology in Coimbatore ,2023,Production Engineering,BC,11565,18559
63,P.S.G. College of Technology in Coimbatore ,2023,Textile Technology,BC,20433,21396
63,P.S.G. College of Technology in Coimbatore ,2023,Robotics and Automation,BC,3449,6176
63,P.S.G. College of Technology in Coimbatore ,2023,Information Technology,BC,1126,1527
63,P.S.G. College of Technology in Coimbatore ,2023,Artificial Intelligence and Machine Learning,BC,859,1387
63,P.S.G. College of Technology in Coimbatore ,2023,Computer science,General,12,383
63,P.S.G. College of Technology in Coimbatore ,2023,Computer science,BC,391,768
63,P.S.G. College of Technology in Coimbatore ,2023,Civil Engineering,SC,16158,21777
63,P.S.G. College of Technology in Coimbatore ,2023,Electrical and Electronics,SC,7840,19285
63,P.S.G. College of Technology in Coimbatore ,2023,Electronics and Communication,SC,564,7644
63,P.S.G. College of Technology in Coimbatore ,2023,Mechanical Engineering,SC,9760,21635
63,P.S.G. College of Technology in Coimbatore ,2023,Metallurgical Engineering,SC,65520,79496
63,P.S.G. College of Technology in Coimbatore ,2023,Production Engineering,SC,24416,48601
63,P.S.G. College of Technology in Coimbatore ,2023,Textile Technology,SC,35738,75155
63,P.S.G. College of Technology in Coimbatore ,2023,Artificial Intelligence and Machine Learning,SC,9924,15088
63,P.S.G. College of Technology in Coimbatore ,2023,Information Technology,SC,8992,17712
63,P.S.G. College of Technology in Coimbatore ,2023,Robotics and Automation,SC,26171,35487
63,P.S.G. College of Technology in Coimbatore ,2023,Computer science,SC,2494,9832
63,P.S.G. College of Technology in Coimbatore ,2023,Civil Engineering,ST,29661,29661
63,P.S.G. College of Technology in Coimbatore ,2023,Electrical and Electronics,ST,,
63,P.S.G. College of Technology in Coimbatore ,2023,Electronics and Communication,ST,,
63,P.S.G. College of Technology in Coimbatore ,2023,Mechanical Engineering,ST,,
63,P.S.G. College of Technology in Coimbatore ,2023,Metallurgical Engineering,ST,132442,132442
63,P.S.G. College of Technology in Coimbatore ,2023,Production Engineering,ST,153835,153835
63,P.S.G. College of Technology in Coimbatore ,2023,Textile Technology,ST,,
63,P.S.G. College of Technology in Coimbatore ,2023,Artificial Intelligence and Machine Learning,ST,,
63,P.S.G. College of Technology in Coimbatore ,2023,Information Technology,ST,,
63,P.S.G. College of Technology in Coimbatore ,2023,Robotics and Automation,ST,41512,41512
63,P.S.G. College of Technology in Coimbatore ,2023,Computer science,ST,23337,23337
63,P.S.G. College of Technology in Coimbatore ,2023,Bio Technology,General,2412,6839
63,P.S.G. College of Technology in Coimbatore ,2023,Bio Technology,BC,7452,12069
63,P.S.G. College of Technology in Coimbatore ,2023,Bio Technology,SC,26394,30967
63,P.S.G. College of Technology in Coimbatore ,2023,Bio Technology,ST,94261,94261
63,P.S.G. College of Technology in Coimbatore ,2023,Biomedical Engineering,General,4170,9758
63,P.S.G. College of Technology in Coimbatore ,2023,Biomedical Engineering,BC,9979,12494
63,P.S.G. College of Technology in Coimbatore ,2023,Biomedical Engineering,SC,33515,59327
63,P.S.G. College of Technology in Coimbatore ,2023,Biomedical Engineering,ST,88856,88856
102,"Coimbatore Institute of Technology, Coimbatore",2023,Chemical Engineering,General,8575,12588
102,"Coimbatore Institute of Technology, Coimbatore",2023,Civil Engineering,General,7739,17649
102,"Coimbatore Institute of Technology, Coimbatore",2023,Computer science,General,830,1343
102,"Coimbatore Institute of Technology, Coimbatore",2023,Electronics and Communication,General,323,1933
102,"Coimbatore Institute of Technology, Coimbatore",2023,Electrical and Electronics,General,1984,3801
102,"Coimbatore Institute of Technology, Coimbatore",2023,Chemical Engineering,OBC,13238,18085
102,"Coimbatore Institute of Technology, Coimbatore",2023,Civil Engineering,OBC,19013,22689
102,"Coimbatore Institute of Technology, Coimbatore",2023,Computer science,OBC,1388,1764
102,"Coimbatore Institute of Technology, Coimbatore",2023,Electrical and Electronics,OBC,3946,5713
102,"Coimbatore Institute of Technology, Coimbatore",2023,Electronics and Communication,OBC,2000,2575
102,"Coimbatore Institute of Technology, Coimbatore",2023,Mechanical Engineering,OBC,12165,18116
102,"Coimbatore Institute of Technology, Coimbatore",2023,Artificial Intelligence and Data Science,SC,5967,20436
102,"Coimbatore Institute of Technology, Coimbatore",2023,Computer science,SC,9528,15344
102,"Coimbatore Institute of Technology, Coimbatore",2023,Electrical and Electronics,SC,18075,20886
102,"Coimbatore Institute of Technology, Coimbatore",2023,Electronics and Communication,SC,11120,20260
102,"Coimbatore Institute of Technology, Coimbatore",2023,Chemical Engineering,SC,27312,59903
102,"Coimbatore Institute of Technology, Coimbatore",2023,Civil Engineering,SC,32181,55264
102,"Coimbatore Institute of Technology, Coimbatore",2023,Electrical and Electronics,SC,13701,24807
102,"Coimbatore Institute of Technology, Coimbatore",2023,Mechanical Engineering,SC,40625,56645
102,"Coimbatore Institute of Technology, Coimbatore",2023,Electronics and Communication,ST,68809,68809
102,"Coimbatore Institute of Technology, Coimbatore",2023,Chemical Engineering,OBC,24204,28758
77,Sri Krishna College of Engineering and Technology,2023,Computer science,General,1917,4705
77,Sri Krishna College of Engineering and Technology,2023,Computer science,OBC,4762,7448
77,Sri Krishna College of Engineering and Technology,2023,Computer science,SC,17831,20871
77,Sri Krishna College of Engineering and Technology,2023,Information Technology,General,4255,8563
77,Sri Krishna College of Engineering and Technology,2023,Information Technology,OBC,8688,10459
77,Sri Krishna College of Engineering and Technology,2023,Electronics and Communication,GENERAL,1911,8227
77,Sri Krishna College of Engineering and Technology,2023,Electronics and Communication,OBC,8253,10529
77,Sri Krishna College of Engineering and Technology,2023,Electronics and Communication,SC,24231,24231
77,Sri Krishna College of Engineering and Technology,2023,Electronics and Communication,ST,88304,88304
77,Sri Krishna College of Engineering and Technology,2023,Electrical and Electronics,GENERAL,7374,12980
77,Sri Krishna College of Engineering and Technology,2023,Electrical and Electronics,OBC,13048,16763
77,Sri Krishna College of Engineering and Technology,2023,Electrical and Electronics,SC,53634,94065
77,Sri Krishna College of Engineering and Technology,2023,Electrical and Electronics,ST,,
77,Sri Krishna College of Engineering and Technology,2023,Civil Engineering,GENERAL,29149,39253
77,Sri Krishna College of Engineering and Technology,2023,Civil Engineering,OBC,39407,46122
77,Sri Krishna College of Engineering and Technology,2023,Civil Engineering,SC,74818,87986
77,Sri Krishna College of Engineering and Technology,2023,Civil Engineering,ST,,
77,Sri Krishna College of Engineering and Technology,2023,Mechanical Engineering,GENERAL,18847,26167
77,Sri Krishna College of Engineering and Technology,2023,Mechanical Engineering,OBC,30698,38074
77,Sri Krishna College of Engineering and Technology,2023,Mechanical Engineering,SC,76945,92063
77,Sri Krishna College of Engineering and Technology,2023,Mechanical Engineering,ST,117315,117315
77,Sri Krishna College of Engineering and Technology,2023,Artificial Intelligence and Data Science,GENERAL,2842,7942
77,Sri Krishna College of Engineering and Technology,2023,Artificial Intelligence and Data Science,OBC,7955,10558
77,Sri Krishna College of Engineering and Technology,2023,Artificial Intelligence and Data Science,SC,24307,29340
77,Sri Krishna College of Engineering and Technology,2023,Artificial Intelligence and Data Science,ST,87677,87677
77,Sri Krishna College of Engineering and Technology,2023,Mechatronics,GENERAL,13999,26532
77,Sri Krishna College of Engineering and Technology,2023,Mechatronics,OBC,28899,35167
77,Sri Krishna College of Engineering and Technology,2023,Mechatronics,SC,30904,99115
77,Sri Krishna College of Engineering and Technology,2023,Mechatronics,ST,153788,153788
13,Madras Institute of Technology (MIT Chrompet),2023,Aeronautical Engineering,GENERAL,410,2761
13,Madras Institute of Technology (MIT Chrompet),2023,Artificial Intelligence and Data Science,GENERAL,116,856
13,Madras Institute of Technology (MIT Chrompet),2023,Computer science,GENERAL,164,445
13,Madras Institute of Technology (MIT Chrompet),2023,Electrical and Instrumentation,GENERAL,465,2420
13,Madras Institute of Technology (MIT Chrompet),2023,Electronics and Communication,GENERAL,433,787
13,Madras Institute of Technology (MIT Chrompet),2023,Information Technology,GENERAL,314,1114
13,Madras Institute of Technology (MIT Chrompet),2023,Robotics and Automation,GENERAL,1443,2288
13,Madras Institute of Technology (MIT Chrompet),2023,Aeronautical Engineering,OBC,2675,4543
13,Madras Institute of Technology (MIT Chrompet),2023,Artificial Intelligence and Data Science,OBC,875,1349
13,Madras Institute of Technology (MIT Chrompet),2023,Computer science,OBC,450,642
13,Madras Institute of Technology (MIT Chrompet),2023,Electrical and Instrumentation,OBC,2443,3667
13,Madras Institute of Technology (MIT Chrompet),2023,Electronics and Communication,OBC,806,1140
13,Madras Institute of Technology (MIT Chrompet),2023,Information Technology,OBC,1131,1452
13,Madras Institute of Technology (MIT Chrompet),2023,Robotics and Automation,OBC,2620,3664
13,Madras Institute of Technology (MIT Chrompet),2023,Aeronautical Engineering,SC,3649,12992
13,Madras Institute of Technology (MIT Chrompet),2023,Artificial Intelligence and Data Science,SC,1173,8991
13,Madras Institute of Technology (MIT Chrompet),2023,Computer science,SC,528,3940
13,Madras Institute of Technology (MIT Chrompet),2023,Electrical and Instrumentation,SC,11159,17836
13,Madras Institute of Technology (MIT Chrompet),2023,Electronics and Communication,SC,1889,6713
13,Madras Institute of Technology (MIT Chrompet),2023,Information Technology,SC,4425,8545
13,Madras Institute of Technology (MIT Chrompet),2023,Robotics and Automation,SC,6759,11036
13,Madras Institute of Technology (MIT Chrompet),2023,Computer science,ST,19404,19404
82, Kumaraguru College Of Technology,2023,Computer science,GENERAL,481,2789
82, Kumaraguru College Of Technology,2023,Computer science,OBC,2797,4581
82, Kumaraguru College Of Technology,2023,Computer science,SC,24209,27139
82, Kumaraguru College Of Technology,2023,Computer science,ST,36185,36185
82, Kumaraguru College Of Technology,2023,Information technology,GENERAL,2077,3767
82, Kumaraguru College Of Technology,2023,Information technology,OBC,3783,5507
82, Kumaraguru College Of Technology,2023,Information technology,SC,11897,38568
82, Kumaraguru College Of Technology,2023,Information technology,ST,40386,40386
82, Kumaraguru College Of Technology,2023,Electronics and Communication,GENERAL,2048,4850
82, Kumaraguru College Of Technology,2023,Electronics and Communication,OBC,4993,7190
82, Kumaraguru College Of Technology,2023,Electronics and Communication,SC,23158,48064
82, Kumaraguru College Of Technology,2023,Electronics and Communication,ST,32062,32062
82, Kumaraguru College Of Technology,2023,Electrical and Electronics,GENERAL,2173,9170
82, Kumaraguru College Of Technology,2023,Electrical and Electronics,OBC,9433,11834
82, Kumaraguru College Of Technology,2023,Electrical and Electronics,SC,36799,51742
82, Kumaraguru College Of Technology,2023,Electrical and Electronics,ST,116082,116082
82, Kumaraguru College Of Technology,2023,Mechanical Engineering,GENERAL,11525,22414
82, Kumaraguru College Of Technology,2023,Mechanical Engineering,OBC,,
82, Kumaraguru College Of Technology,2023,Mechanical Engineering,SC,56678,83775
82, Kumaraguru College Of Technology,2023,Mechanical Engineering,ST,127730,127730
82, Kumaraguru College Of Technology,2023,Civil Engineering,GENERAL,9437,22632
82, Kumaraguru College Of Technology,2023,Civil Engineering,OBC,,
82, Kumaraguru College Of Technology,2023,Civil Engineering,SC,37704,86775
82, Kumaraguru College Of Technology,2023,Civil Engineering,ST,143171,143171
82, Kumaraguru College Of Technology,2023,Biomedical Engineering,GENERAL,7650,14916
82, Kumaraguru College Of Technology,2023,Biomedical Engineering,OBC,16028,22671
82, Kumaraguru College Of Technology,2023,Biomedical Engineering,SC,38834,65886
82, Kumaraguru College Of Technology,2023,Biomedical Engineering,ST,,
